steps,interpolated,date,interval
NA,85.32075472,10/1/2012,1815
NA,59.26415094,10/1/2012,1820
NA,67.77358491,10/1/2012,1825
NA,77.69811321,10/1/2012,1830
NA,74.24528302,10/1/2012,1835
NA,85.33962264,10/1/2012,1840
NA,99.45283019,10/1/2012,1845
NA,86.58490566,10/1/2012,1850
NA,85.60377358,10/1/2012,1855
NA,84.86792453,10/1/2012,1900
NA,77.83018868,10/1/2012,1905
NA,58.03773585,10/1/2012,1910
NA,53.35849057,10/1/2012,1915
NA,36.32075472,10/1/2012,1920
NA,20.71698113,10/1/2012,1925
NA,27.39622642,10/1/2012,1930
NA,40.01886792,10/1/2012,1935
NA,30.20754717,10/1/2012,1940
NA,25.54716981,10/1/2012,1945
NA,45.66037736,10/1/2012,1950
NA,33.52830189,10/1/2012,1955
NA,19.62264151,10/1/2012,2000
NA,19.01886792,10/1/2012,2005
NA,19.33962264,10/1/2012,2010
NA,33.33962264,10/1/2012,2015
NA,26.81132075,10/1/2012,2020
NA,21.16981132,10/1/2012,2025
NA,27.30188679,10/1/2012,2030
NA,21.33962264,10/1/2012,2035
NA,19.54716981,10/1/2012,2040
NA,21.32075472,10/1/2012,2045
NA,32.30188679,10/1/2012,2050
NA,20.1509434,10/1/2012,2055
NA,15.94339623,10/1/2012,2100
NA,17.22641509,10/1/2012,2105
NA,23.45283019,10/1/2012,2110
NA,19.24528302,10/1/2012,2115
NA,12.45283019,10/1/2012,2120
NA,8.018867925,10/1/2012,2125
NA,14.66037736,10/1/2012,2130
NA,16.30188679,10/1/2012,2135
NA,8.679245283,10/1/2012,2140
NA,7.79245283,10/1/2012,2145
NA,8.132075472,10/1/2012,2150
NA,2.622641509,10/1/2012,2155
NA,1.452830189,10/1/2012,2200
NA,3.679245283,10/1/2012,2205
NA,4.811320755,10/1/2012,2210
NA,8.509433962,10/1/2012,2215
NA,7.075471698,10/1/2012,2220
NA,8.698113208,10/1/2012,2225
NA,9.754716981,10/1/2012,2230
NA,2.20754717,10/1/2012,2235
NA,0.320754717,10/1/2012,2240
NA,0.113207547,10/1/2012,2245
NA,1.603773585,10/1/2012,2250
NA,4.603773585,10/1/2012,2255
NA,3.301886792,10/1/2012,2300
NA,2.849056604,10/1/2012,2305
NA,0,10/1/2012,2310
NA,0.830188679,10/1/2012,2315
NA,0.962264151,10/1/2012,2320
NA,1.58490566,10/1/2012,2325
NA,2.603773585,10/1/2012,2330
NA,4.698113208,10/1/2012,2335
NA,3.301886792,10/1/2012,2340
NA,0.641509434,10/1/2012,2345
NA,0.226415094,10/1/2012,2350
NA,1.075471698,10/1/2012,2355
0,0,10/2/2012,0
0,0,10/2/2012,5
0,0,10/2/2012,10
0,0,10/2/2012,15
0,0,10/2/2012,20
0,0,10/2/2012,25
0,0,10/2/2012,30
0,0,10/2/2012,35
0,0,10/2/2012,40
0,0,10/2/2012,45
0,0,10/2/2012,50
0,0,10/2/2012,55
0,0,10/2/2012,100
0,0,10/2/2012,105
0,0,10/2/2012,110
0,0,10/2/2012,115
0,0,10/2/2012,120
0,0,10/2/2012,125
0,0,10/2/2012,130
0,0,10/2/2012,135
0,0,10/2/2012,140
0,0,10/2/2012,145
0,0,10/2/2012,150
0,0,10/2/2012,155
0,0,10/2/2012,200
0,0,10/2/2012,205
0,0,10/2/2012,210
0,0,10/2/2012,215
0,0,10/2/2012,220
0,0,10/2/2012,225
0,0,10/2/2012,230
0,0,10/2/2012,235
0,0,10/2/2012,240
0,0,10/2/2012,245
0,0,10/2/2012,250
0,0,10/2/2012,255
0,0,10/2/2012,300
0,0,10/2/2012,305
0,0,10/2/2012,310
0,0,10/2/2012,315
0,0,10/2/2012,320
0,0,10/2/2012,325
0,0,10/2/2012,330
0,0,10/2/2012,335
0,0,10/2/2012,340
0,0,10/2/2012,345
0,0,10/2/2012,350
0,0,10/2/2012,355
0,0,10/2/2012,400
0,0,10/2/2012,405
0,0,10/2/2012,410
0,0,10/2/2012,415
0,0,10/2/2012,420
0,0,10/2/2012,425
0,0,10/2/2012,430
0,0,10/2/2012,435
0,0,10/2/2012,440
0,0,10/2/2012,445
0,0,10/2/2012,450
0,0,10/2/2012,455
0,0,10/2/2012,500
0,0,10/2/2012,505
0,0,10/2/2012,510
0,0,10/2/2012,515
0,0,10/2/2012,520
0,0,10/2/2012,525
0,0,10/2/2012,530
0,0,10/2/2012,535
0,0,10/2/2012,540
0,0,10/2/2012,545
0,0,10/2/2012,550
0,0,10/2/2012,555
0,0,10/2/2012,600
0,0,10/2/2012,605
0,0,10/2/2012,610
0,0,10/2/2012,615
0,0,10/2/2012,620
0,0,10/2/2012,625
0,0,10/2/2012,630
0,0,10/2/2012,635
0,0,10/2/2012,640
0,0,10/2/2012,645
0,0,10/2/2012,650
0,0,10/2/2012,655
0,0,10/2/2012,700
0,0,10/2/2012,705
0,0,10/2/2012,710
0,0,10/2/2012,715
0,0,10/2/2012,720
0,0,10/2/2012,725
0,0,10/2/2012,730
0,0,10/2/2012,735
0,0,10/2/2012,740
0,0,10/2/2012,745
0,0,10/2/2012,750
0,0,10/2/2012,755
0,0,10/2/2012,800
0,0,10/2/2012,805
0,0,10/2/2012,810
0,0,10/2/2012,815
0,0,10/2/2012,820
0,0,10/2/2012,825
0,0,10/2/2012,830
0,0,10/2/2012,835
0,0,10/2/2012,840
0,0,10/2/2012,845
0,0,10/2/2012,850
0,0,10/2/2012,855
0,0,10/2/2012,900
0,0,10/2/2012,905
0,0,10/2/2012,910
0,0,10/2/2012,915
0,0,10/2/2012,920
0,0,10/2/2012,925
0,0,10/2/2012,930
0,0,10/2/2012,935
0,0,10/2/2012,940
0,0,10/2/2012,945
0,0,10/2/2012,950
0,0,10/2/2012,955
0,0,10/2/2012,1000
0,0,10/2/2012,1005
0,0,10/2/2012,1010
0,0,10/2/2012,1015
0,0,10/2/2012,1020
0,0,10/2/2012,1025
0,0,10/2/2012,1030
0,0,10/2/2012,1035
0,0,10/2/2012,1040
0,0,10/2/2012,1045
0,0,10/2/2012,1050
0,0,10/2/2012,1055
0,0,10/2/2012,1100
0,0,10/2/2012,1105
0,0,10/2/2012,1110
0,0,10/2/2012,1115
0,0,10/2/2012,1120
0,0,10/2/2012,1125
0,0,10/2/2012,1130
0,0,10/2/2012,1135
0,0,10/2/2012,1140
0,0,10/2/2012,1145
0,0,10/2/2012,1150
0,0,10/2/2012,1155
0,0,10/2/2012,1200
0,0,10/2/2012,1205
0,0,10/2/2012,1210
0,0,10/2/2012,1215
0,0,10/2/2012,1220
0,0,10/2/2012,1225
0,0,10/2/2012,1230
0,0,10/2/2012,1235
0,0,10/2/2012,1240
0,0,10/2/2012,1245
0,0,10/2/2012,1250
0,0,10/2/2012,1255
0,0,10/2/2012,1300
0,0,10/2/2012,1305
0,0,10/2/2012,1310
0,0,10/2/2012,1315
0,0,10/2/2012,1320
0,0,10/2/2012,1325
0,0,10/2/2012,1330
0,0,10/2/2012,1335
0,0,10/2/2012,1340
0,0,10/2/2012,1345
0,0,10/2/2012,1350
0,0,10/2/2012,1355
0,0,10/2/2012,1400
0,0,10/2/2012,1405
0,0,10/2/2012,1410
0,0,10/2/2012,1415
0,0,10/2/2012,1420
0,0,10/2/2012,1425
0,0,10/2/2012,1430
0,0,10/2/2012,1435
0,0,10/2/2012,1440
0,0,10/2/2012,1445
0,0,10/2/2012,1450
0,0,10/2/2012,1455
0,0,10/2/2012,1500
0,0,10/2/2012,1505
0,0,10/2/2012,1510
0,0,10/2/2012,1515
0,0,10/2/2012,1520
0,0,10/2/2012,1525
0,0,10/2/2012,1530
0,0,10/2/2012,1535
0,0,10/2/2012,1540
0,0,10/2/2012,1545
0,0,10/2/2012,1550
0,0,10/2/2012,1555
0,0,10/2/2012,1600
0,0,10/2/2012,1605
0,0,10/2/2012,1610
0,0,10/2/2012,1615
0,0,10/2/2012,1620
0,0,10/2/2012,1625
0,0,10/2/2012,1630
0,0,10/2/2012,1635
0,0,10/2/2012,1640
0,0,10/2/2012,1645
0,0,10/2/2012,1650
0,0,10/2/2012,1655
0,0,10/2/2012,1700
0,0,10/2/2012,1705
0,0,10/2/2012,1710
0,0,10/2/2012,1715
0,0,10/2/2012,1720
0,0,10/2/2012,1725
0,0,10/2/2012,1730
0,0,10/2/2012,1735
0,0,10/2/2012,1740
0,0,10/2/2012,1745
0,0,10/2/2012,1750
0,0,10/2/2012,1755
0,0,10/2/2012,1800
0,0,10/2/2012,1805
0,0,10/2/2012,1810
0,0,10/2/2012,1815
0,0,10/2/2012,1820
0,0,10/2/2012,1825
0,0,10/2/2012,1830
0,0,10/2/2012,1835
0,0,10/2/2012,1840
0,0,10/2/2012,1845
0,0,10/2/2012,1850
0,0,10/2/2012,1855
0,0,10/2/2012,1900
0,0,10/2/2012,1905
0,0,10/2/2012,1910
0,0,10/2/2012,1915
0,0,10/2/2012,1920
0,0,10/2/2012,1925
0,0,10/2/2012,1930
0,0,10/2/2012,1935
0,0,10/2/2012,1940
0,0,10/2/2012,1945
0,0,10/2/2012,1950
0,0,10/2/2012,1955
0,0,10/2/2012,2000
0,0,10/2/2012,2005
0,0,10/2/2012,2010
0,0,10/2/2012,2015
0,0,10/2/2012,2020
0,0,10/2/2012,2025
0,0,10/2/2012,2030
0,0,10/2/2012,2035
0,0,10/2/2012,2040
0,0,10/2/2012,2045
0,0,10/2/2012,2050
0,0,10/2/2012,2055
0,0,10/2/2012,2100
0,0,10/2/2012,2105
0,0,10/2/2012,2110
0,0,10/2/2012,2115
0,0,10/2/2012,2120
0,0,10/2/2012,2125
0,0,10/2/2012,2130
0,0,10/2/2012,2135
0,0,10/2/2012,2140
0,0,10/2/2012,2145
0,0,10/2/2012,2150
0,0,10/2/2012,2155
0,0,10/2/2012,2200
0,0,10/2/2012,2205
117,117,10/2/2012,2210
9,9,10/2/2012,2215
0,0,10/2/2012,2220
0,0,10/2/2012,2225
0,0,10/2/2012,2230
0,0,10/2/2012,2235
0,0,10/2/2012,2240
0,0,10/2/2012,2245
0,0,10/2/2012,2250
0,0,10/2/2012,2255
0,0,10/2/2012,2300
0,0,10/2/2012,2305
0,0,10/2/2012,2310
0,0,10/2/2012,2315
0,0,10/2/2012,2320
0,0,10/2/2012,2325
0,0,10/2/2012,2330
0,0,10/2/2012,2335
0,0,10/2/2012,2340
0,0,10/2/2012,2345
0,0,10/2/2012,2350
0,0,10/2/2012,2355
0,0,10/3/2012,0
0,0,10/3/2012,5
0,0,10/3/2012,10
0,0,10/3/2012,15
0,0,10/3/2012,20
0,0,10/3/2012,25
0,0,10/3/2012,30
0,0,10/3/2012,35
0,0,10/3/2012,40
0,0,10/3/2012,45
0,0,10/3/2012,50
0,0,10/3/2012,55
0,0,10/3/2012,100
0,0,10/3/2012,105
0,0,10/3/2012,110
0,0,10/3/2012,115
0,0,10/3/2012,120
0,0,10/3/2012,125
0,0,10/3/2012,130
0,0,10/3/2012,135
0,0,10/3/2012,140
0,0,10/3/2012,145
0,0,10/3/2012,150
0,0,10/3/2012,155
0,0,10/3/2012,200
0,0,10/3/2012,205
0,0,10/3/2012,210
0,0,10/3/2012,215
0,0,10/3/2012,220
0,0,10/3/2012,225
0,0,10/3/2012,230
0,0,10/3/2012,235
0,0,10/3/2012,240
0,0,10/3/2012,245
0,0,10/3/2012,250
0,0,10/3/2012,255
0,0,10/3/2012,300
0,0,10/3/2012,305
0,0,10/3/2012,310
0,0,10/3/2012,315
0,0,10/3/2012,320
0,0,10/3/2012,325
0,0,10/3/2012,330
0,0,10/3/2012,335
0,0,10/3/2012,340
0,0,10/3/2012,345
0,0,10/3/2012,350
0,0,10/3/2012,355
0,0,10/3/2012,400
0,0,10/3/2012,405
4,4,10/3/2012,410
0,0,10/3/2012,415
0,0,10/3/2012,420
0,0,10/3/2012,425
36,36,10/3/2012,430
0,0,10/3/2012,435
0,0,10/3/2012,440
0,0,10/3/2012,445
0,0,10/3/2012,450
0,0,10/3/2012,455
0,0,10/3/2012,500
0,0,10/3/2012,505
0,0,10/3/2012,510
0,0,10/3/2012,515
0,0,10/3/2012,520
0,0,10/3/2012,525
0,0,10/3/2012,530
25,25,10/3/2012,535
0,0,10/3/2012,540
0,0,10/3/2012,545
90,90,10/3/2012,550
411,411,10/3/2012,555
413,413,10/3/2012,600
415,415,10/3/2012,605
519,519,10/3/2012,610
529,529,10/3/2012,615
613,613,10/3/2012,620
562,562,10/3/2012,625
612,612,10/3/2012,630
534,534,10/3/2012,635
323,323,10/3/2012,640
600,600,10/3/2012,645
533,533,10/3/2012,650
251,251,10/3/2012,655
56,56,10/3/2012,700
0,0,10/3/2012,705
32,32,10/3/2012,710
80,80,10/3/2012,715
10,10,10/3/2012,720
9,9,10/3/2012,725
145,145,10/3/2012,730
46,46,10/3/2012,735
0,0,10/3/2012,740
44,44,10/3/2012,745
126,126,10/3/2012,750
42,42,10/3/2012,755
138,138,10/3/2012,800
53,53,10/3/2012,805
0,0,10/3/2012,810
0,0,10/3/2012,815
22,22,10/3/2012,820
57,57,10/3/2012,825
161,161,10/3/2012,830
19,19,10/3/2012,835
15,15,10/3/2012,840
0,0,10/3/2012,845
16,16,10/3/2012,850
0,0,10/3/2012,855
0,0,10/3/2012,900
8,8,10/3/2012,905
0,0,10/3/2012,910
51,51,10/3/2012,915
516,516,10/3/2012,920
245,245,10/3/2012,925
0,0,10/3/2012,930
161,161,10/3/2012,935
7,7,10/3/2012,940
0,0,10/3/2012,945
0,0,10/3/2012,950
0,0,10/3/2012,955
0,0,10/3/2012,1000
0,0,10/3/2012,1005
0,0,10/3/2012,1010
0,0,10/3/2012,1015
0,0,10/3/2012,1020
0,0,10/3/2012,1025
0,0,10/3/2012,1030
0,0,10/3/2012,1035
0,0,10/3/2012,1040
0,0,10/3/2012,1045
0,0,10/3/2012,1050
0,0,10/3/2012,1055
0,0,10/3/2012,1100
0,0,10/3/2012,1105
0,0,10/3/2012,1110
0,0,10/3/2012,1115
0,0,10/3/2012,1120
0,0,10/3/2012,1125
0,0,10/3/2012,1130
72,72,10/3/2012,1135
73,73,10/3/2012,1140
0,0,10/3/2012,1145
0,0,10/3/2012,1150
116,116,10/3/2012,1155
97,97,10/3/2012,1200
0,0,10/3/2012,1205
0,0,10/3/2012,1210
0,0,10/3/2012,1215
0,0,10/3/2012,1220
0,0,10/3/2012,1225
15,15,10/3/2012,1230
0,0,10/3/2012,1235
0,0,10/3/2012,1240
0,0,10/3/2012,1245
0,0,10/3/2012,1250
0,0,10/3/2012,1255
80,80,10/3/2012,1300
69,69,10/3/2012,1305
0,0,10/3/2012,1310
0,0,10/3/2012,1315
0,0,10/3/2012,1320
0,0,10/3/2012,1325
0,0,10/3/2012,1330
0,0,10/3/2012,1335
0,0,10/3/2012,1340
99,99,10/3/2012,1345
100,100,10/3/2012,1350
0,0,10/3/2012,1355
0,0,10/3/2012,1400
33,33,10/3/2012,1405
0,0,10/3/2012,1410
0,0,10/3/2012,1415
7,7,10/3/2012,1420
0,0,10/3/2012,1425
0,0,10/3/2012,1430
0,0,10/3/2012,1435
0,0,10/3/2012,1440
0,0,10/3/2012,1445
0,0,10/3/2012,1450
0,0,10/3/2012,1455
0,0,10/3/2012,1500
0,0,10/3/2012,1505
0,0,10/3/2012,1510
0,0,10/3/2012,1515
0,0,10/3/2012,1520
0,0,10/3/2012,1525
0,0,10/3/2012,1530
0,0,10/3/2012,1535
0,0,10/3/2012,1540
88,88,10/3/2012,1545
154,154,10/3/2012,1550
0,0,10/3/2012,1555
20,20,10/3/2012,1600
0,0,10/3/2012,1605
0,0,10/3/2012,1610
0,0,10/3/2012,1615
0,0,10/3/2012,1620
0,0,10/3/2012,1625
0,0,10/3/2012,1630
0,0,10/3/2012,1635
0,0,10/3/2012,1640
0,0,10/3/2012,1645
0,0,10/3/2012,1650
0,0,10/3/2012,1655
0,0,10/3/2012,1700
0,0,10/3/2012,1705
198,198,10/3/2012,1710
61,61,10/3/2012,1715
75,75,10/3/2012,1720
0,0,10/3/2012,1725
0,0,10/3/2012,1730
193,193,10/3/2012,1735
298,298,10/3/2012,1740
0,0,10/3/2012,1745
15,15,10/3/2012,1750
21,21,10/3/2012,1755
0,0,10/3/2012,1800
0,0,10/3/2012,1805
0,0,10/3/2012,1810
0,0,10/3/2012,1815
51,51,10/3/2012,1820
36,36,10/3/2012,1825
0,0,10/3/2012,1830
26,26,10/3/2012,1835
22,22,10/3/2012,1840
0,0,10/3/2012,1845
39,39,10/3/2012,1850
52,52,10/3/2012,1855
15,15,10/3/2012,1900
41,41,10/3/2012,1905
0,0,10/3/2012,1910
42,42,10/3/2012,1915
0,0,10/3/2012,1920
0,0,10/3/2012,1925
159,159,10/3/2012,1930
32,32,10/3/2012,1935
0,0,10/3/2012,1940
0,0,10/3/2012,1945
0,0,10/3/2012,1950
0,0,10/3/2012,1955
34,34,10/3/2012,2000
0,0,10/3/2012,2005
0,0,10/3/2012,2010
0,0,10/3/2012,2015
0,0,10/3/2012,2020
36,36,10/3/2012,2025
73,73,10/3/2012,2030
9,9,10/3/2012,2035
0,0,10/3/2012,2040
0,0,10/3/2012,2045
0,0,10/3/2012,2050
0,0,10/3/2012,2055
0,0,10/3/2012,2100
0,0,10/3/2012,2105
0,0,10/3/2012,2110
0,0,10/3/2012,2115
0,0,10/3/2012,2120
0,0,10/3/2012,2125
90,90,10/3/2012,2130
128,128,10/3/2012,2135
46,46,10/3/2012,2140
0,0,10/3/2012,2145
0,0,10/3/2012,2150
0,0,10/3/2012,2155
0,0,10/3/2012,2200
0,0,10/3/2012,2205
0,0,10/3/2012,2210
0,0,10/3/2012,2215
0,0,10/3/2012,2220
0,0,10/3/2012,2225
0,0,10/3/2012,2230
0,0,10/3/2012,2235
0,0,10/3/2012,2240
0,0,10/3/2012,2245
0,0,10/3/2012,2250
0,0,10/3/2012,2255
0,0,10/3/2012,2300
0,0,10/3/2012,2305
0,0,10/3/2012,2310
0,0,10/3/2012,2315
0,0,10/3/2012,2320
0,0,10/3/2012,2325
0,0,10/3/2012,2330
0,0,10/3/2012,2335
0,0,10/3/2012,2340
8,8,10/3/2012,2345
0,0,10/3/2012,2350
0,0,10/3/2012,2355
47,47,10/4/2012,0
0,0,10/4/2012,5
0,0,10/4/2012,10
0,0,10/4/2012,15
0,0,10/4/2012,20
0,0,10/4/2012,25
0,0,10/4/2012,30
0,0,10/4/2012,35
0,0,10/4/2012,40
0,0,10/4/2012,45
0,0,10/4/2012,50
0,0,10/4/2012,55
0,0,10/4/2012,100
0,0,10/4/2012,105
0,0,10/4/2012,110
0,0,10/4/2012,115
0,0,10/4/2012,120
0,0,10/4/2012,125
0,0,10/4/2012,130
0,0,10/4/2012,135
0,0,10/4/2012,140
0,0,10/4/2012,145
0,0,10/4/2012,150
0,0,10/4/2012,155
0,0,10/4/2012,200
0,0,10/4/2012,205
0,0,10/4/2012,210
0,0,10/4/2012,215
0,0,10/4/2012,220
0,0,10/4/2012,225
0,0,10/4/2012,230
0,0,10/4/2012,235
0,0,10/4/2012,240
0,0,10/4/2012,245
0,0,10/4/2012,250
0,0,10/4/2012,255
0,0,10/4/2012,300
0,0,10/4/2012,305
0,0,10/4/2012,310
0,0,10/4/2012,315
0,0,10/4/2012,320
0,0,10/4/2012,325
0,0,10/4/2012,330
0,0,10/4/2012,335
0,0,10/4/2012,340
0,0,10/4/2012,345
0,0,10/4/2012,350
0,0,10/4/2012,355
0,0,10/4/2012,400
0,0,10/4/2012,405
0,0,10/4/2012,410
0,0,10/4/2012,415
0,0,10/4/2012,420
0,0,10/4/2012,425
0,0,10/4/2012,430
0,0,10/4/2012,435
0,0,10/4/2012,440
0,0,10/4/2012,445
0,0,10/4/2012,450
0,0,10/4/2012,455
0,0,10/4/2012,500
0,0,10/4/2012,505
7,7,10/4/2012,510
18,18,10/4/2012,515
57,57,10/4/2012,520
40,40,10/4/2012,525
0,0,10/4/2012,530
